time,date,ip,log,label
18:26:10,12-04-2026,35.95.101.46,user logged out,normal
18:26:11,12-04-2026,99.217.173.185,file read successfully,normal
18:26:12,12-04-2026,108.227.121.91,user logged out,normal
18:26:13,12-04-2026,248.128.99.128,normal authentication success,normal
18:26:14,12-04-2026,72.143.176.55,connection established successfully,normal
18:26:15,12-04-2026,153.181.113.22,token refreshed successfully,normal
18:26:16,12-04-2026,203.0.113.42,data exfiltration large file transfer 2gb,data_exfiltration
18:26:17,12-04-2026,242.59.211.139,cache hit for request,normal
18:26:18,12-04-2026,207.50.162.192,login from new ip verified,normal
18:26:19,12-04-2026,33.152.51.178,session reopened after timeout,normal
18:26:20,12-04-2026,99.217.173.185,session reopened after timeout,normal
18:26:21,12-04-2026,218.223.250.64,data fetched from database,normal
18:26:22,12-04-2026,208.72.74.208,failed login attempt then success,normal
18:26:23,12-04-2026,201.207.59.205,login from new ip verified,normal
18:26:24,12-04-2026,105.249.65.234,brief database connection retry success,normal
18:26:25,12-04-2026,182.243.140.180,login successful,normal
18:26:26,12-04-2026,45.33.32.156,infinite retry loop detected,infinite_retry
18:26:27,12-04-2026,105.249.65.234,user profile loaded,normal
18:26:28,12-04-2026,182.75.121.20,session started,normal
18:26:29,12-04-2026,19.20.123.102,cache hit for request,normal
18:26:30,12-04-2026,201.207.59.205,brief database connection retry success,normal
18:26:31,12-04-2026,164.24.157.210,request processed successfully,normal
18:26:32,12-04-2026,178.17.243.30,login successful,normal
18:26:33,12-04-2026,164.24.157.210,query executed successfully,normal
18:26:34,12-04-2026,182.75.121.20,login successful,normal
18:26:35,12-04-2026,87.55.211.18,session closed normally,normal
18:26:36,12-04-2026,103.21.244.0,failed login attempt,brute_force
18:26:37,12-04-2026,46.106.37.209,normal authentication success,normal
18:26:38,12-04-2026,182.75.121.20,user logged out,normal
18:26:39,12-04-2026,226.53.6.38,cache hit for request,normal
18:26:40,12-04-2026,164.24.157.210,session started,normal
18:26:41,12-04-2026,87.55.211.18,data fetched from database,normal
18:26:42,12-04-2026,195.88.11.40,file read successfully,normal
18:26:43,12-04-2026,99.217.173.185,login from new ip verified,normal
18:26:44,12-04-2026,33.152.51.178,login from new ip verified,normal
18:26:45,12-04-2026,35.95.101.46,connection established successfully,normal
18:26:46,12-04-2026,192.168.66.66,ddos request flood 5000 requests per second,ddos
18:26:47,12-04-2026,35.95.101.46,user logged out,normal
18:26:48,12-04-2026,71.61.89.100,user profile loaded,normal
18:26:54,12-04-2026,240.47.44.210,normal authentication success,normal
18:26:55,12-04-2026,215.83.1.82,failed login attempt then success,normal
18:26:56,12-04-2026,107.102.155.100,user profile loaded,normal
18:26:57,12-04-2026,136.62.162.59,query executed successfully,normal
18:26:58,12-04-2026,44.68.205.160,session started,normal
18:26:59,12-04-2026,44.68.205.160,connection established successfully,normal
18:27:00,12-04-2026,108.209.146.224,user profile loaded,normal
18:27:01,12-04-2026,27.235.144.131,data fetched from database,normal
18:27:02,12-04-2026,247.66.236.57,session closed normally,normal
18:27:03,12-04-2026,184.21.213.225,connection established successfully,normal
18:27:04,12-04-2026,198.51.100.1,multiple session spam from single ip,session_spam
18:27:05,12-04-2026,136.62.162.59,request processed successfully,normal
18:27:06,12-04-2026,247.66.236.57,file read successfully,normal
18:27:07,12-04-2026,167.4.221.40,normal authentication success,normal
18:27:08,12-04-2026,22.63.131.220,failed login attempt then success,normal
18:27:09,12-04-2026,44.68.205.160,data fetched from database,normal
18:27:10,12-04-2026,158.85.42.147,login successful,normal
18:27:11,12-04-2026,167.4.221.40,login from new ip verified,normal
18:27:12,12-04-2026,84.58.231.57,token refreshed successfully,normal
18:27:13,12-04-2026,22.63.131.220,brief database connection retry success,normal
18:27:14,12-04-2026,45.33.32.156,cpu usage spike 98 percent,cpu_spike
18:27:15,12-04-2026,198.104.151.97,login from new ip verified,normal
18:27:16,12-04-2026,218.117.160.198,session closed normally,normal
18:27:17,12-04-2026,164.44.166.69,login successful,normal
18:27:18,12-04-2026,247.66.236.57,cache hit for request,normal
18:27:19,12-04-2026,136.12.13.88,user profile loaded,normal
18:27:20,12-04-2026,215.83.1.82,login from new ip verified,normal
18:27:21,12-04-2026,220.130.191.102,password verified successfully,normal
18:27:22,12-04-2026,184.21.213.225,session closed normally,normal
18:27:23,12-04-2026,121.141.85.24,request processed successfully,normal
18:27:24,12-04-2026,192.168.66.66,data exfiltration large file transfer 2gb,data_exfiltration
18:27:25,12-04-2026,192.129.26.21,user logged out,normal
18:27:26,12-04-2026,27.235.144.131,normal authentication success,normal
18:27:27,12-04-2026,22.63.131.220,api call completed,normal
18:27:28,12-04-2026,240.47.44.210,user logged out,normal
18:27:29,12-04-2026,137.144.139.94,session started,normal
18:27:30,12-04-2026,33.223.129.68,login from new ip verified,normal
18:27:31,12-04-2026,107.102.155.100,token refreshed successfully,normal
18:27:32,12-04-2026,106.140.213.201,failed login attempt then success,normal
18:27:33,12-04-2026,198.104.151.97,login from new ip verified,normal
18:27:34,12-04-2026,198.51.100.1,memory overflow critical error,memory_overflow
18:27:35,12-04-2026,184.21.213.225,api call completed,normal
18:27:36,12-04-2026,44.68.205.160,data fetched from database,normal
18:27:37,12-04-2026,159.181.81.62,api call completed,normal
18:27:38,12-04-2026,136.62.162.59,failed login attempt then success,normal
18:27:39,12-04-2026,184.21.213.225,failed login attempt then success,normal
18:27:40,12-04-2026,22.63.131.220,session closed normally,normal
18:27:41,12-04-2026,198.104.151.97,login from new ip verified,normal
18:27:42,12-04-2026,117.9.64.58,session reopened after timeout,normal
18:27:43,12-04-2026,198.104.151.97,failed login attempt then success,normal
18:27:44,12-04-2026,103.21.244.0,privilege escalation attempt root access,privilege_escalation
18:27:45,12-04-2026,50.187.48.10,api call completed,normal
18:27:46,12-04-2026,134.166.133.59,session started,normal
18:27:47,12-04-2026,44.68.205.160,request processed successfully,normal
18:27:48,12-04-2026,50.187.48.10,failed login attempt then success,normal
18:27:49,12-04-2026,123.237.127.137,login from new ip verified,normal
18:27:50,12-04-2026,167.4.221.40,query executed successfully,normal
18:27:51,12-04-2026,167.4.221.40,connection established successfully,normal
18:27:52,12-04-2026,136.62.162.59,normal authentication success,normal
18:27:53,12-04-2026,144.165.196.4,brief database connection retry success,normal
18:27:54,12-04-2026,198.51.100.1,port scanning detected multiple ports,port_scan
18:27:55,12-04-2026,27.235.144.131,login successful,normal
18:27:57,12-04-2026,44.68.205.160,user profile loaded,normal
18:27:58,12-04-2026,17.63.152.103,login from new ip verified,normal
18:27:59,12-04-2026,111.155.192.120,query executed successfully,normal
18:28:00,12-04-2026,107.102.155.100,cache hit for request,normal
18:28:01,12-04-2026,108.209.146.224,normal authentication success,normal
18:28:02,12-04-2026,158.85.42.147,session closed normally,normal
18:28:03,12-04-2026,27.235.144.131,failed login attempt then success,normal
18:28:04,12-04-2026,33.223.129.68,password verified successfully,normal
18:28:05,12-04-2026,198.51.100.1,failed login attempt,brute_force
18:28:06,12-04-2026,144.165.196.4,session closed normally,normal
18:28:07,12-04-2026,45.141.68.82,brief database connection retry success,normal
18:28:08,12-04-2026,144.165.196.4,login from new ip verified,normal
18:28:09,12-04-2026,137.84.169.183,session reopened after timeout,normal
18:28:10,12-04-2026,184.21.213.225,user profile loaded,normal
18:28:11,12-04-2026,39.43.172.230,api call completed,normal
18:28:12,12-04-2026,50.187.48.10,login successful,normal
18:28:13,12-04-2026,137.144.139.94,request processed successfully,normal
18:28:14,12-04-2026,240.47.44.210,brief database connection retry success,normal
18:28:15,12-04-2026,103.21.244.0,memory overflow critical error,memory_overflow
18:28:16,12-04-2026,22.63.131.220,password verified successfully,normal
18:28:17,12-04-2026,134.166.133.59,password verified successfully,normal
18:28:18,12-04-2026,84.58.231.57,connection established successfully,normal
18:28:19,12-04-2026,240.47.44.210,user logged out,normal
18:28:20,12-04-2026,240.47.44.210,connection established successfully,normal
18:28:21,12-04-2026,243.74.118.211,session reopened after timeout,normal
18:28:22,12-04-2026,175.155.21.110,user logged out,normal
18:28:23,12-04-2026,108.209.146.224,session started,normal
18:28:24,12-04-2026,198.104.151.97,connection established successfully,normal
18:28:25,12-04-2026,45.33.32.156,system crash detected kernel panic,system_crash
18:28:26,12-04-2026,107.102.155.100,login successful,normal
18:28:27,12-04-2026,137.84.169.183,failed login attempt then success,normal
18:28:28,12-04-2026,158.85.42.147,cache hit for request,normal
18:28:29,12-04-2026,78.217.195.72,session reopened after timeout,normal
18:28:30,12-04-2026,243.215.118.70,login successful,normal
18:28:31,12-04-2026,18.213.144.187,data fetched from database,normal
18:28:32,12-04-2026,158.85.42.147,normal authentication success,normal
18:28:33,12-04-2026,218.117.160.198,file read successfully,normal
18:28:34,12-04-2026,107.102.155.100,query executed successfully,normal
18:28:35,12-04-2026,198.51.100.1,ddos request flood 5000 requests per second,ddos
18:28:36,12-04-2026,144.165.196.4,login successful,normal
18:28:37,12-04-2026,121.141.85.24,login from new ip verified,normal
18:28:38,12-04-2026,159.181.81.62,user logged out,normal
18:28:39,12-04-2026,45.141.68.82,login from new ip verified,normal
18:28:40,12-04-2026,39.43.172.230,brief database connection retry success,normal
18:28:41,12-04-2026,78.217.195.72,data fetched from database,normal
18:28:42,12-04-2026,184.21.213.225,session closed normally,normal
18:28:43,12-04-2026,220.130.191.102,connection established successfully,normal
18:28:44,12-04-2026,78.217.195.72,login successful,normal
18:28:45,12-04-2026,45.33.32.156,unauthorized access attempt detected,unauthorized_access
18:28:46,12-04-2026,78.217.195.72,api call completed,normal
18:28:47,12-04-2026,38.40.108.225,password verified successfully,normal
18:28:48,12-04-2026,44.68.205.160,session started,normal
18:28:49,12-04-2026,218.117.160.198,failed login attempt then success,normal
18:28:50,12-04-2026,243.215.118.70,session reopened after timeout,normal
18:28:51,12-04-2026,121.141.85.24,session started,normal
18:28:52,12-04-2026,18.213.144.187,brief database connection retry success,normal
18:28:53,12-04-2026,192.129.26.21,connection established successfully,normal
18:28:54,12-04-2026,117.9.64.58,brief database connection retry success,normal
18:28:55,12-04-2026,192.168.66.66,multiple session spam from single ip,session_spam
18:28:56,12-04-2026,175.155.21.110,cache hit for request,normal
18:28:57,12-04-2026,137.84.169.183,query executed successfully,normal
18:28:58,12-04-2026,111.155.192.120,session reopened after timeout,normal
18:28:59,12-04-2026,137.144.139.94,token refreshed successfully,normal
18:29:00,12-04-2026,107.222.116.47,brief database connection retry success,normal
18:29:01,12-04-2026,134.166.133.59,password verified successfully,normal
18:29:02,12-04-2026,48.157.173.100,login from new ip verified,normal
18:29:03,12-04-2026,18.213.144.187,session reopened after timeout,normal
18:29:04,12-04-2026,38.40.108.225,login from new ip verified,normal
18:29:05,12-04-2026,103.21.244.0,infinite retry loop detected,infinite_retry
18:29:06,12-04-2026,117.9.64.58,api call completed,normal
18:29:07,12-04-2026,137.144.139.94,file read successfully,normal
18:29:08,12-04-2026,136.12.13.88,connection established successfully,normal
18:29:09,12-04-2026,136.12.13.88,session closed normally,normal
18:29:10,12-04-2026,136.62.162.59,login successful,normal
18:29:11,12-04-2026,22.63.131.220,failed login attempt then success,normal
18:29:12,12-04-2026,247.66.236.57,session started,normal
18:29:13,12-04-2026,84.58.231.57,password verified successfully,normal
18:29:14,12-04-2026,136.62.162.59,token refreshed successfully,normal
18:29:15,12-04-2026,192.168.66.66,failed login attempt,brute_force
18:29:16,12-04-2026,131.36.166.88,login from new ip verified,normal
18:29:17,12-04-2026,155.235.240.191,normal authentication success,normal
18:29:18,12-04-2026,108.209.146.224,connection established successfully,normal
18:29:19,12-04-2026,44.68.205.160,request processed successfully,normal
18:29:20,12-04-2026,137.84.169.183,user profile loaded,normal
18:29:21,12-04-2026,192.129.26.21,connection established successfully,normal
18:29:22,12-04-2026,27.235.144.131,login from new ip verified,normal
18:29:23,12-04-2026,27.235.144.131,query executed successfully,normal
18:29:24,12-04-2026,218.117.160.198,login successful,normal
18:29:25,12-04-2026,103.21.244.0,port scanning detected multiple ports,port_scan
18:29:26,12-04-2026,134.166.133.59,connection established successfully,normal
18:29:27,12-04-2026,45.141.68.82,user profile loaded,normal
18:29:28,12-04-2026,108.209.146.224,data fetched from database,normal
18:29:29,12-04-2026,134.166.133.59,password verified successfully,normal
18:29:30,12-04-2026,50.44.85.145,session started,normal
18:29:31,12-04-2026,249.101.59.36,connection established successfully,normal
18:29:32,12-04-2026,144.165.196.4,session started,normal
18:29:33,12-04-2026,134.49.18.46,query executed successfully,normal
18:29:34,12-04-2026,45.141.68.82,data fetched from database,normal
18:29:35,12-04-2026,45.33.32.156,privilege escalation attempt root access,privilege_escalation
18:29:36,12-04-2026,136.62.162.59,session reopened after timeout,normal
18:29:37,12-04-2026,243.74.118.211,connection established successfully,normal
18:29:38,12-04-2026,132.81.169.107,file read successfully,normal
18:29:39,12-04-2026,240.47.44.210,connection established successfully,normal
18:29:40,12-04-2026,167.4.221.40,login from new ip verified,normal
18:29:41,12-04-2026,78.217.195.72,cache hit for request,normal
18:29:42,12-04-2026,107.222.116.47,user profile loaded,normal
18:29:43,12-04-2026,198.104.151.97,failed login attempt then success,normal
18:29:44,12-04-2026,137.84.169.183,file read successfully,normal
18:29:45,12-04-2026,192.168.66.66,cpu usage spike 98 percent,cpu_spike
